timestamp,latency_ms,flow,ph,conductivity,cod,prediction,status
2026-02-13 14:51:52.349555,15.62,40000.0,7.8,1200.0,350.0,150.42,Normal
2026-02-13 14:52:28.489003,15.62,40000.0,7.8,1200.0,500.0,134.93,Normal
2026-02-13 14:52:36.800247,15.62,40000.0,7.8,1200.0,450.0,122.97,Normal
2026-02-13 14:52:44.803806,15.62,40000.0,7.8,1200.0,450.0,122.97,Normal
